S0, S1, S2, S3, S4, S5, S6, S7, S8, S9, S10, S11, S12, S13, S14
7792, 3521, 1471, 258, 12, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7821, 3524, 1455, 237, 18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7837, 3456, 1484, 259, 19, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7866, 3469, 1440, 266, 14, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7873, 3417, 1482, 268, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7871, 3461, 1458, 250, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7846, 3432, 1525, 234, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7859, 3454, 1458, 265, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7871, 3443, 1458, 264, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7873, 3435, 1472, 253, 22, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7849, 3466, 1471, 249, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7862, 3465, 1480, 231, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7889, 3411, 1500, 234, 20, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7880, 3469, 1442, 243, 20, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7836, 3521, 1438, 244, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7911, 3397, 1482, 251, 14, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7864, 3452, 1483, 238, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7830, 3510, 1442, 257, 16, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7852, 3544, 1398, 238, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7849, 3434, 1501, 249, 22, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7887, 3456, 1442, 250, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7875, 3455, 1444, 261, 20, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7887, 3428, 1489, 236, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7869, 3454, 1461, 256, 15, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7820, 3477, 1516, 222, 20, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7816, 3479, 1505, 237, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7814, 3470, 1502, 239, 30, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7768, 3545, 1478, 246, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7854, 3479, 1445, 261, 14, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
7863, 3441, 1481, 247, 23, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7895, 3451, 1456, 226, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7854, 3444, 1492, 243, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7866, 3415, 1509, 248, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7910, 3387, 1485, 252, 20, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7889, 3421, 1458, 265, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7860, 3439, 1472, 254, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7866, 3393, 1523, 252, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7848, 3428, 1514, 238, 26, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7824, 3450, 1524, 240, 16, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7831, 3453, 1474, 272, 25, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7829, 3479, 1459, 268, 20, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7833, 3493, 1478, 233, 18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7850, 3410, 1526, 246, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7856, 3425, 1488, 261, 23, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
7848, 3416, 1541, 225, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7763, 3509, 1497, 258, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7839, 3442, 1499, 255, 20, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7790, 3495, 1509, 244, 16, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7804, 3453, 1534, 246, 18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7788, 3448, 1531, 265, 23, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7776, 3497, 1520, 241, 21, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7767, 3433, 1581, 248, 26, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7808, 3471, 1507, 243, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7803, 3446, 1537, 255, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7775, 3484, 1527, 245, 24, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7777, 3507, 1500, 243, 28, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7784, 3471, 1519, 250, 31, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7779, 3455, 1530, 267, 24, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7813, 3470, 1490, 252, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7801, 3506, 1480, 243, 25, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7823, 3421, 1560, 222, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7791, 3465, 1512, 265, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7738, 3554, 1501, 237, 25, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7771, 3513, 1498, 247, 26, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7742, 3561, 1470, 261, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7799, 3446, 1515, 275, 20, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7813, 3453, 1539, 226, 23, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7770, 3508, 1485, 269, 23, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7730, 3506, 1527, 279, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7805, 3456, 1509, 261, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7778, 3499, 1503, 248, 26, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7789, 3482, 1507, 244, 33, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7810, 3416, 1560, 253, 16, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7776, 3519, 1465, 277, 18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7779, 3540, 1479, 236, 21, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7751, 3538, 1506, 239, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7838, 3435, 1510, 255, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7785, 3522, 1502, 228, 17, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7805, 3487, 1514, 234, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7823, 3426, 1518, 266, 22, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7850, 3446, 1507, 223, 29, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7871, 3372, 1535, 256, 21, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7816, 3500, 1447, 272, 20, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7873, 3423, 1478, 254, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7805, 3479, 1495, 254, 22, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7806, 3488, 1488, 251, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7842, 3459, 1479, 249, 26, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7764, 3567, 1462, 237, 24, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7790, 3493, 1514, 234, 24, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7857, 3413, 1513, 253, 18, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7866, 3378, 1522, 265, 23, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7883, 3366, 1506, 269, 29, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
7868, 3412, 1489, 272, 13, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7882, 3368, 1533, 243, 29, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7900, 3373, 1513, 249, 19, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7924, 3360, 1502, 250, 19, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7902, 3375, 1525, 236, 16, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7961, 3317, 1480, 268, 28, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7864, 3410, 1498, 263, 19, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7894, 3366, 1516, 258, 19, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
7877, 3391, 1479, 289, 19, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7876, 3349, 1548, 254, 27, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7859, 3404, 1490, 274, 27, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7856, 3425, 1487, 270, 16, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7898, 3347, 1523, 266, 20, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7902, 3332, 1520, 272, 28, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7833, 3440, 1501, 258, 23, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7858, 3407, 1510, 261, 18, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7861, 3455, 1477, 239, 23, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7843, 3454, 1477, 256, 24, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7891, 3440, 1421, 277, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7810, 3495, 1444, 273, 27, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0
7875, 3447, 1441, 262, 30, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7865, 3418, 1488, 256, 26, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
7925, 3349, 1494, 259, 26, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
7922, 3331, 1543, 230, 26, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0
7928, 3379, 1490, 237, 19, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
7898, 3366, 1501, 264, 25, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7884, 3401, 1492, 257, 19, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
7931, 3350, 1501, 249, 21, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0
7890, 3407, 1464, 265, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7882, 3411, 1468, 267, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7894, 3447, 1449, 243, 22, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7914, 3388, 1473, 253, 26, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7935, 3357, 1456, 281, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7893, 3374, 1485, 279, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7884, 3441, 1448, 250, 32, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7905, 3377, 1482, 262, 28, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7892, 3406, 1479, 253, 24, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7881, 3440, 1456, 249, 28, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7860, 3494, 1421, 257, 23, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7824, 3502, 1450, 257, 22, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7813, 3489, 1473, 262, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7854, 3455, 1443, 281, 21, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7803, 3491, 1487, 251, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7887, 3398, 1463, 274, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7838, 3489, 1422, 279, 27, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7817, 3478, 1467, 265, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7900, 3362, 1502, 266, 25, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7873, 3441, 1468, 250, 22, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7909, 3397, 1452, 276, 18, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0
7884, 3454, 1445, 250, 21, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
7902, 3391, 1478, 265, 18, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7843, 3464, 1463, 266, 18, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7850, 3481, 1439, 260, 24, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7844, 3467, 1462, 259, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7838, 3504, 1421, 274, 18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7897, 3419, 1445, 264, 30, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7880, 3470, 1414, 264, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7857, 3465, 1473, 240, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7889, 3428, 1457, 260, 21, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7864, 3419, 1487, 268, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7867, 3428, 1461, 276, 23, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7872, 3420, 1468, 278, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7924, 3389, 1469, 249, 23, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7897, 3438, 1443, 256, 19, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
7931, 3397, 1448, 253, 25, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7870, 3443, 1445, 271, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7867, 3440, 1466, 260, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7912, 3406, 1462, 258, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7885, 3423, 1449, 280, 18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7826, 3486, 1439, 280, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7858, 3443, 1473, 256, 25, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7911, 3414, 1432, 266, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7870, 3460, 1431, 277, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7818, 3518, 1414, 286, 19, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7805, 3506, 1447, 276, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7843, 3451, 1463, 270, 28, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7794, 3498, 1487, 252, 23, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
7817, 3490, 1465, 253, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7841, 3411, 1508, 269, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7841, 3541, 1412, 242, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7812, 3505, 1450, 258, 30, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7807, 3499, 1495, 231, 23, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7826, 3483, 1482, 246, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7819, 3491, 1480, 247, 18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7834, 3479, 1472, 246, 24, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7809, 3475, 1495, 258, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
