Conf,CNo.,ION,CION,SOL
0, 110, 1, 0, 9
0, 111, 2, 0, 12
0, 112, 2, 0, 8
0, 113, 1, 0, 6
0, 114, 2, 0, 11
0, 115, 1, 0, 7
0, 116, 1, 0, 5
0, 117, 2, 1, 5
0, 118, 1, 0, 12
0, 119, 1, 0, 10
0, 120, 1, 0, 9
0, 121, 3, 2, 17
0, 122, 2, 1, 12
0, 123, 1, 2, 7
0, 124, 1, 1, 6
0, 125, 1, 0, 4
0, 126, 1, 1, 9
0, 127, 2, 1, 14
0, 128, 1, 2, 4
0, 129, 2, 0, 16
0, 130, 1, 1, 9
0, 131, 1, 0, 3
0, 132, 1, 0, 11
0, 133, 1, 0, 5
0, 134, 1, 0, 2
0, 135, 1, 0, 10
0, 136, 1, 0, 7
0, 137, 1, 0, 8
0, 138, 2, 0, 18
0, 139, 1, 1, 4
0, 140, 1, 0, 8
0, 141, 1, 1, 8
0, 142, 2, 1, 15
0, 143, 1, 2, 5
0, 144, 1, 1, 3
0, 145, 2, 0, 14
0, 146, 2, 1, 13
0, 147, 1, 0, 10
0, 148, 1, 0, 2
0, 149, 1, 0, 6
0, 150, 2, 3, 4
0, 151, 1, 0, 10
0, 152, 1, 1, 0
0, 153, 1, 0, 9
0, 154, 2, 2, 3
0, 155, 1, 1, 0
0, 156, 1, 0, 3
0, 157, 1, 0, 2
0, 158, 1, 1, 1
0, 159, 2, 0, 10
0, 160, 1, 1, 6
0, 161, 1, 0, 10
0, 162, 1, 0, 6
0, 163, 1, 0, 7
0, 164, 1, 0, 0
0, 165, 1, 0, 7
0, 166, 1, 1, 2
0, 167, 3, 1, 17
0, 168, 1, 0, 8
0, 169, 1, 1, 1
0, 170, 1, 1, 6
0, 171, 2, 0, 15
0, 172, 1, 0, 7
0, 173, 1, 1, 5
0, 174, 1, 0, 0
0, 175, 1, 0, 8
0, 176, 1, 0, 6
0, 177, 1, 1, 8
0, 178, 1, 0, 5
0, 179, 2, 2, 9
0, 180, 1, 0, 8
0, 181, 1, 1, 5
0, 182, 1, 0, 3
0, 183, 1, 0, 7
0, 184, 2, 1, 13
0, 185, 1, 1, 2
0, 186, 1, 0, 5
0, 187, 1, 1, 11
0, 188, 1, 1, 5
0, 189, 1, 0, 10
0, 190, 1, 0, 4
0, 191, 1, 0, 6
0, 192, 1, 0, 0
0, 193, 1, 0, 7
0, 194, 1, 0, 8
0, 195, 1, 0, 3
0, 196, 1, 0, 10
0, 197, 1, 0, 10
0, 198, 2, 1, 9
0, 199, 1, 0, 8
0, 200, 2, 0, 14
0, 201, 1, 0, 3
0, 202, 1, 0, 7
0, 203, 1, 0, 8
0, 204, 1, 1, 0
0, 205, 1, 1, 10
0, 206, 2, 2, 14
0, 207, 2, 0, 14
0, 208, 1, 2, 1
0, 209, 1, 0, 5
0, 210, 1, 0, 10
0, 211, 1, 1, 1
0, 212, 1, 0, 10
0, 213, 1, 0, 8
1, 0, 1330, 1142, 4416
1, 1, 1, 1, 10
1, 2, 4, 2, 21
1, 3, 1, 0, 11
1, 4, 1, 0, 6
1, 5, 3, 1, 9
1, 6, 1, 0, 10
1, 7, 1, 0, 11
1, 8, 5, 2, 22
1, 9, 4, 5, 24
1, 10, 4, 0, 19
1, 11, 1, 0, 10
1, 12, 1, 0, 6
1, 13, 4, 4, 19
1, 14, 4, 2, 21
1, 15, 1, 0, 3
1, 16, 1, 1, 3
1, 17, 3, 0, 25
1, 18, 8, 4, 39
1, 19, 1, 0, 11
1, 20, 1, 0, 0
1, 21, 1, 0, 10
1, 22, 1, 1, 3
1, 23, 3, 1, 17
1, 24, 1, 0, 11
1, 25, 1, 0, 8
1, 26, 3, 0, 11
1, 27, 1, 0, 6
1, 28, 1, 0, 10
1, 29, 2, 0, 12
1, 30, 2, 0, 12
1, 31, 1, 1, 9
1, 32, 1, 0, 8
1, 33, 7, 3, 43
1, 34, 2, 1, 16
1, 35, 1, 0, 6
1, 36, 1, 0, 7
1, 37, 1, 1, 2
1, 38, 1, 0, 12
1, 39, 1, 0, 11
1, 40, 3, 2, 12
1, 41, 2, 2, 8
1, 42, 1, 1, 9
1, 43, 1, 0, 11
1, 44, 1, 0, 10
1, 45, 4, 1, 21
1, 46, 3, 0, 15
1, 47, 1, 0, 12
1, 48, 1, 0, 11
1, 49, 1, 0, 2
1, 50, 2, 1, 15
1, 51, 4, 4, 21
1, 52, 1, 0, 6
1, 53, 5, 6, 27
1, 54, 1, 0, 1
1, 55, 6, 4, 23
1, 56, 1, 0, 1
1, 57, 1, 0, 8
1, 58, 5, 2, 16
1, 59, 2, 0, 12
1, 60, 1, 1, 7
1, 61, 1, 0, 10
1, 62, 1, 0, 13
1, 63, 2, 0, 18
1, 64, 2, 2, 10
1, 65, 1, 0, 9
1, 66, 1, 1, 7
1, 67, 1, 0, 4
1, 68, 1, 0, 10
1, 69, 1, 0, 9
1, 70, 2, 1, 7
1, 71, 1, 0, 9
1, 72, 1, 2, 8
1, 73, 1, 0, 10
1, 74, 1, 1, 9
1, 75, 3, 2, 13
1, 76, 1, 0, 11
1, 77, 1, 0, 9
1, 78, 1, 0, 7
1, 79, 1, 0, 8
1, 80, 1, 1, 2
1, 81, 1, 0, 12
1, 82, 2, 3, 8
1, 83, 1, 0, 9
1, 84, 4, 1, 15
1, 85, 1, 1, 8
1, 86, 1, 0, 3
1, 87, 2, 2, 13
1, 88, 1, 1, 4
1, 89, 1, 0, 9
1, 90, 2, 0, 13
1, 91, 1, 0, 9
1, 92, 1, 1, 2
1, 93, 1, 1, 2
1, 94, 1, 1, 5
1, 95, 1, 0, 7
1, 96, 1, 0, 10
1, 97, 3, 2, 19
1, 98, 1, 0, 12
1, 99, 1, 0, 3
1, 100, 3, 1, 11
1, 101, 1, 1, 8
1, 102, 1, 1, 9
1, 103, 1, 0, 8
1, 104, 1, 0, 7
1, 105, 1, 0, 11
1, 106, 2, 0, 15
1, 107, 1, 0, 10
1, 108, 1, 0, 7
1, 109, 2, 0, 7
1, 110, 1, 1, 7
1, 111, 2, 0, 16
1, 112, 3, 1, 22
1, 113, 2, 1, 5
1, 114, 1, 0, 4
1, 115, 1, 1, 7
1, 116, 1, 1, 8
1, 117, 1, 0, 9
1, 118, 4, 2, 22
1, 119, 1, 0, 10
1, 120, 1, 0, 9
1, 121, 1, 0, 8
1, 122, 2, 1, 12
1, 123, 1, 0, 5
1, 124, 2, 1, 14
1, 125, 2, 1, 15
1, 126, 1, 0, 8
1, 127, 1, 0, 4
1, 128, 1, 0, 11
1, 129, 2, 0, 11
1, 130, 2, 2, 11
1, 131, 1, 2, 5
1, 132, 1, 0, 9
1, 133, 1, 1, 5
1, 134, 1, 0, 6
1, 135, 1, 1, 0
1, 136, 1, 0, 6
1, 137, 1, 1, 8
1, 138, 2, 0, 15
1, 139, 1, 0, 5
1, 140, 1, 0, 3
1, 141, 2, 0, 5
1, 142, 2, 0, 14
1, 143, 1, 0, 9
1, 144, 1, 1, 5
1, 145, 1, 0, 9
1, 146, 1, 1, 4
1, 147, 1, 0, 4
1, 148, 1, 0, 9
1, 149, 2, 0, 16
1, 150, 1, 0, 9
1, 151, 1, 0, 7
1, 152, 2, 0, 18
1, 153, 1, 0, 9
1, 154, 1, 0, 3
1, 155, 2, 1, 13
1, 156, 1, 0, 10
1, 157, 1, 0, 8
1, 158, 1, 1, 4
1, 159, 1, 0, 9
1, 160, 3, 4, 4
1, 161, 1, 1, 7
1, 162, 1, 0, 6
1, 163, 1, 0, 8
1, 164, 3, 1, 7
1, 165, 1, 1, 7
1, 166, 1, 0, 5
1, 167, 1, 0, 1
1, 168, 1, 0, 1
1, 169, 1, 0, 0
1, 170, 2, 0, 12
1, 171, 1, 0, 1
1, 172, 1, 0, 7
1, 173, 2, 1, 8
1, 174, 1, 1, 4
1, 175, 1, 1, 7
1, 176, 1, 0, 9
1, 177, 2, 1, 12
1, 178, 1, 1, 4
1, 179, 1, 0, 8
1, 180, 1, 1, 6
1, 181, 1, 0, 7
1, 182, 1, 1, 9
1, 183, 2, 0, 13
1, 184, 1, 0, 7
1, 185, 1, 1, 8
1, 186, 1, 0, 10
1, 187, 1, 0, 5
1, 188, 1, 1, 4
1, 189, 1, 0, 4
1, 190, 1, 0, 8
1, 191, 1, 0, 2
1, 192, 1, 0, 7
1, 193, 2, 0, 16
1, 194, 1, 1, 4
1, 195, 1, 0, 6
1, 196, 1, 0, 10
1, 197, 1, 1, 9
1, 198, 1, 1, 7
1, 199, 1, 0, 6
1, 200, 1, 0, 4
1, 201, 1, 0, 5
1, 202, 1, 0, 9
1, 203, 1, 0, 1
1, 204, 1, 1, 9
1, 205, 2, 3, 9
1, 206, 1, 0, 6
1, 207, 1, 1, 7
1, 208, 2, 0, 14
1, 209, 1, 0, 10
1, 210, 1, 1, 5
1, 211, 1, 0, 9
1, 212, 2, 1, 16
1, 213, 1, 0, 10
1, 214, 1, 0, 4
1, 215, 1, 2, 2
1, 216, 1, 0, 10
1, 217, 1, 1, 8
1, 218, 1, 0, 7
2, 0, 1335, 1142, 4362
2, 1, 3, 1, 19
2, 2, 4, 1, 25
2, 3, 1, 0, 9
2, 4, 1, 0, 7
2, 5, 2, 1, 11
2, 6, 3, 2, 10
2, 7, 1, 0, 12
2, 8, 9, 7, 31
2, 9, 1, 0, 10
2, 10, 2, 1, 7
2, 11, 9, 8, 43
2, 12, 1, 0, 8
2, 13, 1, 0, 8
2, 14, 4, 3, 18
2, 15, 1, 1, 2
2, 16, 2, 0, 17
2, 17, 2, 0, 15
2, 18, 1, 0, 0
2, 19, 1, 0, 10
2, 20, 1, 2, 4
2, 21, 1, 1, 4
2, 22, 4, 2, 31
2, 23, 1, 0, 8
2, 24, 9, 5, 50
2, 25, 3, 2, 12
2, 26, 1, 0, 12
2, 27, 2, 0, 11
2, 28, 3, 2, 20
2, 29, 1, 0, 9
2, 30, 1, 0, 7
2, 31, 1, 0, 8
2, 32, 1, 0, 6
2, 33, 1, 1, 3
2, 34, 1, 0, 9
2, 35, 1, 0, 11
2, 36, 2, 3, 6
2, 37, 16, 7, 91
2, 38, 3, 2, 10
2, 39, 1, 1, 7
2, 40, 1, 0, 1
2, 41, 1, 0, 10
2, 42, 2, 3, 9
2, 43, 3, 1, 9
2, 44, 1, 0, 11
2, 45, 1, 0, 9
2, 46, 1, 0, 0
2, 47, 1, 0, 7
2, 48, 1, 2, 2
2, 49, 1, 0, 3
2, 50, 5, 4, 26
2, 51, 1, 0, 1
2, 52, 1, 0, 2
2, 53, 1, 0, 9
2, 54, 2, 0, 15
2, 55, 2, 3, 12
2, 56, 1, 0, 11
2, 57, 1, 0, 11
2, 58, 2, 0, 18
2, 59, 1, 0, 10
2, 60, 4, 0, 22
2, 61, 1, 0, 11
2, 62, 1, 0, 10
2, 63, 2, 1, 9
2, 64, 1, 0, 8
2, 65, 1, 1, 8
2, 66, 1, 0, 10
2, 67, 1, 0, 11
2, 68, 4, 2, 22
2, 69, 3, 4, 12
2, 70, 1, 0, 11
2, 71, 1, 0, 9
2, 72, 1, 0, 8
2, 73, 1, 0, 3
2, 74, 1, 0, 11
2, 75, 3, 3, 12
2, 76, 1, 0, 8
2, 77, 1, 0, 8
2, 78, 2, 0, 15
2, 79, 1, 0, 7
2, 80, 1, 0, 0
2, 81, 1, 0, 13
2, 82, 1, 1, 7
2, 83, 2, 1, 15
2, 84, 3, 2, 8
2, 85, 1, 0, 1
2, 86, 1, 0, 5
2, 87, 1, 1, 7
2, 88, 1, 1, 5
2, 89, 1, 1, 9
2, 90, 3, 2, 19
2, 91, 1, 0, 11
2, 92, 1, 0, 3
2, 93, 1, 0, 2
2, 94, 1, 1, 8
2, 95, 1, 1, 10
2, 96, 3, 1, 13
2, 97, 1, 0, 8
2, 98, 1, 1, 7
2, 99, 1, 0, 6
2, 100, 3, 0, 17
2, 101, 1, 0, 10
2, 102, 2, 0, 16
2, 103, 1, 0, 9
2, 104, 1, 0, 8
2, 105, 1, 0, 7
2, 106, 2, 0, 13
2, 107, 2, 2, 14
2, 108, 1, 0, 1
2, 109, 1, 1, 4
2, 110, 1, 0, 9
2, 111, 1, 0, 7
2, 112, 1, 0, 9
2, 113, 1, 0, 9
2, 114, 1, 1, 8
2, 115, 1, 0, 9
2, 116, 4, 2, 28
2, 117, 2, 2, 14
2, 118, 1, 1, 8
2, 119, 1, 0, 6
2, 120, 1, 0, 5
2, 121, 1, 0, 10
2, 122, 2, 1, 14
2, 123, 3, 0, 27
2, 124, 1, 1, 9
2, 125, 1, 0, 6
2, 126, 1, 0, 8
2, 127, 2, 1, 10
2, 128, 2, 0, 16
2, 129, 2, 0, 7
2, 130, 2, 0, 11
2, 131, 1, 0, 5
2, 132, 1, 0, 8
2, 133, 1, 0, 11
2, 134, 1, 1, 7
2, 135, 1, 0, 10
2, 136, 1, 1, 2
2, 137, 1, 0, 3
2, 138, 1, 0, 10
2, 139, 2, 0, 16
2, 140, 1, 0, 9
2, 141, 1, 2, 6
2, 142, 2, 0, 17
2, 143, 1, 0, 5
2, 144, 1, 0, 10
2, 145, 1, 0, 4
2, 146, 2, 1, 12
2, 147, 1, 0, 8
2, 148, 1, 0, 9
2, 149, 1, 1, 1
2, 150, 1, 2, 2
2, 151, 1, 0, 4
2, 152, 1, 0, 8
2, 153, 1, 1, 7
2, 154, 1, 0, 7
2, 155, 1, 0, 10
2, 156, 1, 0, 3
2, 157, 1, 0, 7
2, 158, 1, 0, 4
2, 159, 1, 0, 8
2, 160, 1, 0, 4
2, 161, 1, 0, 1
2, 162, 1, 0, 4
2, 163, 2, 0, 15
2, 164, 1, 1, 1
2, 165, 1, 0, 7
2, 166, 1, 0, 9
2, 167, 1, 0, 5
2, 168, 1, 0, 11
2, 169, 2, 1, 13
2, 170, 1, 1, 4
2, 171, 1, 0, 5
2, 172, 1, 1, 2
2, 173, 1, 0, 7
2, 174, 1, 1, 2
2, 175, 1, 0, 10
2, 176, 1, 0, 6
2, 177, 1, 1, 4
2, 178, 1, 0, 10
2, 179, 1, 0, 7
2, 180, 1, 0, 7
2, 181, 1, 1, 8
2, 182, 1, 0, 8
2, 183, 1, 0, 3
2, 184, 2, 0, 19
2, 185, 1, 1, 5
2, 186, 1, 2, 2
2, 187, 1, 0, 2
2, 188, 1, 0, 4
2, 189, 1, 0, 9
2, 190, 1, 1, 7
2, 191, 1, 0, 6
2, 192, 1, 1, 8
2, 193, 1, 0, 2
2, 194, 1, 0, 7
2, 195, 1, 0, 5
2, 196, 3, 0, 22
2, 197, 1, 0, 10
2, 198, 1, 1, 9
2, 199, 1, 1, 9
2, 200, 2, 0, 12
2, 201, 1, 0, 6
2, 202, 1, 0, 10
2, 203, 1, 0, 8
2, 204, 1, 1, 9
2, 205, 1, 0, 5
2, 206, 1, 2, 2
2, 207, 1, 0, 9
2, 208, 1, 0, 8
2, 209, 1, 1, 9
2, 210, 1, 0, 8
2, 211, 1, 0, 6
3, 0, 1357, 1171, 4489
3, 1, 3, 1, 21
3, 2, 4, 1, 21
3, 3, 1, 0, 9
3, 4, 1, 0, 6
3, 5, 1, 0, 9
3, 6, 1, 0, 12
3, 7, 2, 0, 9
3, 8, 8, 7, 37
3, 9, 1, 0, 9
3, 10, 1, 0, 6
3, 11, 7, 7, 26
3, 12, 4, 1, 21
3, 13, 1, 1, 1
3, 14, 2, 0, 13
3, 15, 3, 0, 23
3, 16, 1, 1, 4
3, 17, 1, 0, 9
3, 18, 1, 0, 11
3, 19, 2, 1, 11
3, 20, 1, 1, 3
3, 21, 2, 0, 18
3, 22, 1, 0, 10
3, 23, 1, 0, 5
3, 24, 1, 1, 0
3, 25, 1, 0, 2
3, 26, 1, 0, 7
3, 27, 1, 0, 6
3, 28, 1, 0, 9
3, 29, 1, 0, 6
3, 30, 1, 0, 11
3, 31, 1, 0, 11
3, 32, 1, 0, 9
3, 33, 1, 0, 10
3, 34, 1, 1, 3
3, 35, 2, 0, 16
3, 36, 1, 1, 4
3, 37, 1, 0, 10
3, 38, 1, 0, 9
3, 39, 2, 0, 6
3, 40, 16, 9, 84
3, 41, 1, 0, 6
3, 42, 1, 0, 2
3, 43, 2, 1, 11
3, 44, 1, 0, 8
3, 45, 1, 0, 8
3, 46, 4, 0, 30
3, 47, 2, 0, 5
3, 48, 2, 1, 13
3, 49, 1, 0, 11
3, 50, 1, 0, 7
3, 51, 1, 1, 4
3, 52, 1, 0, 6
3, 53, 1, 0, 6
3, 54, 1, 0, 3
3, 55, 1, 0, 1
3, 56, 1, 0, 12
3, 57, 5, 4, 26
3, 58, 1, 0, 5
3, 59, 2, 3, 16
3, 60, 1, 0, 11
3, 61, 1, 0, 11
3, 62, 2, 0, 21
3, 63, 5, 1, 19
3, 64, 1, 1, 7
3, 65, 4, 1, 21
3, 66, 1, 0, 11
3, 67, 1, 0, 9
3, 68, 1, 0, 8
3, 69, 1, 0, 8
3, 70, 1, 0, 8
3, 71, 4, 1, 26
3, 72, 1, 2, 5
3, 73, 2, 0, 18
3, 74, 1, 0, 10
3, 75, 1, 0, 9
3, 76, 1, 1, 5
3, 77, 1, 0, 9
3, 78, 2, 2, 10
3, 79, 1, 0, 8
3, 80, 1, 0, 9
3, 81, 2, 0, 16
3, 82, 1, 0, 7
3, 83, 1, 0, 10
3, 84, 1, 0, 8
3, 85, 1, 1, 5
3, 86, 1, 0, 4
3, 87, 1, 1, 5
3, 88, 2, 0, 15
3, 89, 1, 0, 5
3, 90, 1, 0, 1
3, 91, 1, 0, 3
3, 92, 6, 4, 39
3, 93, 1, 0, 11
3, 94, 2, 0, 17
3, 95, 1, 0, 9
3, 96, 1, 0, 4
3, 97, 1, 0, 4
3, 98, 2, 0, 18
3, 99, 2, 0, 14
3, 100, 1, 0, 5
3, 101, 1, 0, 3
3, 102, 1, 0, 8
3, 103, 2, 0, 18
3, 104, 2, 3, 14
3, 105, 2, 1, 7
3, 106, 1, 0, 1
3, 107, 1, 0, 7
3, 108, 1, 2, 7
3, 109, 1, 0, 8
3, 110, 1, 0, 8
3, 111, 1, 0, 13
3, 112, 1, 0, 9
3, 113, 1, 0, 4
3, 114, 2, 0, 6
3, 115, 2, 0, 11
3, 116, 1, 0, 3
3, 117, 1, 0, 6
3, 118, 3, 0, 14
3, 119, 1, 0, 10
3, 120, 3, 2, 12
3, 121, 2, 1, 11
3, 122, 2, 1, 17
3, 123, 1, 1, 8
3, 124, 1, 0, 5
3, 125, 2, 2, 12
3, 126, 1, 0, 1
3, 127, 1, 0, 4
3, 128, 2, 1, 12
3, 129, 2, 1, 13
3, 130, 1, 1, 10
3, 131, 1, 0, 9
3, 132, 1, 0, 8
3, 133, 1, 0, 0
3, 134, 2, 0, 11
3, 135, 2, 0, 13
3, 136, 1, 0, 11
3, 137, 1, 1, 11
3, 138, 2, 0, 13
3, 139, 1, 0, 7
3, 140, 1, 0, 5
3, 141, 1, 0, 10
3, 142, 2, 1, 14
3, 143, 1, 1, 11
3, 144, 1, 0, 4
3, 145, 1, 2, 1
3, 146, 1, 0, 8
3, 147, 2, 0, 13
3, 148, 1, 1, 5
3, 149, 1, 0, 9
3, 150, 1, 1, 1
3, 151, 1, 1, 3
3, 152, 1, 1, 3
3, 153, 1, 0, 2
3, 154, 1, 0, 2
3, 155, 2, 0, 15
3, 156, 1, 0, 3
3, 157, 1, 0, 11
3, 158, 1, 0, 4
3, 159, 1, 2, 3
3, 160, 1, 0, 7
3, 161, 1, 0, 8
3, 162, 1, 0, 10
3, 163, 1, 0, 6
3, 164, 1, 1, 7
3, 165, 1, 0, 7
3, 166, 1, 1, 3
3, 167, 1, 0, 10
3, 168, 1, 0, 8
3, 169, 1, 1, 2
3, 170, 1, 2, 4
3, 171, 1, 0, 11
3, 172, 1, 0, 8
3, 173, 1, 0, 4
3, 174, 1, 0, 9
3, 175, 1, 0, 10
3, 176, 1, 0, 11
3, 177, 1, 2, 3
3, 178, 1, 0, 7
3, 179, 1, 1, 5
3, 180, 1, 0, 8
3, 181, 1, 0, 1
3, 182, 1, 0, 6
3, 183, 1, 0, 6
3, 184, 1, 0, 0
3, 185, 3, 0, 22
3, 186, 1, 0, 2
3, 187, 1, 0, 7
3, 188, 1, 0, 7
3, 189, 1, 1, 5
3, 190, 1, 0, 4
3, 191, 1, 0, 5
3, 192, 1, 1, 8
3, 193, 1, 0, 6
3, 194, 2, 1, 15
3, 195, 1, 0, 8
3, 196, 1, 0, 6
3, 197, 1, 0, 7
3, 198, 1, 1, 7
3, 199, 1, 0, 5
3, 200, 1, 1, 7
3, 201, 1, 2, 0
3, 202, 1, 0, 11
3, 203, 1, 2, 8
3, 204, 1, 0, 6
3, 205, 1, 0, 5
3, 206, 1, 0, 6
4, 0, 1322, 1142, 4322
4, 1, 3, 2, 21
4, 2, 1, 0, 9
4, 3, 1, 0, 7
4, 4, 2, 1, 8
4, 5, 4, 3, 9
4, 6, 5, 4, 25
4, 7, 1, 0, 9
4, 8, 1, 0, 11
4, 9, 3, 1, 18
4, 10, 4, 2, 17
4, 11, 7, 7, 31
4, 12, 1, 0, 10
4, 13, 1, 0, 8
4, 14, 14, 9, 60
4, 15, 3, 4, 13
4, 16, 1, 1, 3
4, 17, 3, 0, 22
4, 18, 1, 0, 11
4, 19, 1, 1, 11
4, 20, 2, 0, 8
4, 21, 1, 0, 4
4, 22, 4, 1, 28
4, 23, 1, 0, 9
4, 24, 2, 0, 13
4, 25, 1, 1, 5
4, 26, 1, 1, 6
4, 27, 1, 0, 11
4, 28, 1, 0, 5
4, 29, 1, 0, 11
4, 30, 1, 0, 10
4, 31, 1, 0, 12
4, 32, 1, 0, 10
4, 33, 1, 2, 4
4, 34, 1, 0, 8
4, 35, 1, 0, 6
4, 36, 1, 0, 5
4, 37, 2, 2, 18
4, 38, 1, 0, 9
4, 39, 1, 0, 7
4, 40, 14, 7, 76
4, 41, 2, 2, 11
4, 42, 2, 2, 11
4, 43, 1, 0, 1
4, 44, 1, 0, 2
4, 45, 4, 2, 22
4, 46, 1, 0, 9
4, 47, 1, 0, 7
4, 48, 1, 0, 6
4, 49, 2, 0, 7
4, 50, 2, 1, 10
4, 51, 1, 2, 4
4, 52, 1, 1, 7
4, 53, 1, 0, 11
4, 54, 1, 0, 9
4, 55, 1, 0, 8
4, 56, 2, 2, 7
4, 57, 1, 0, 4
4, 58, 1, 0, 6
4, 59, 6, 3, 33
4, 60, 1, 0, 2
4, 61, 1, 0, 1
4, 62, 1, 0, 11
4, 63, 2, 2, 7
4, 64, 2, 2, 13
4, 65, 1, 0, 8
4, 66, 1, 0, 5
4, 67, 1, 0, 9
4, 68, 1, 0, 10
4, 69, 2, 1, 12
4, 70, 1, 0, 10
4, 71, 4, 2, 24
4, 72, 1, 0, 6
4, 73, 2, 1, 5
4, 74, 1, 0, 8
4, 75, 1, 0, 3
4, 76, 1, 0, 11
4, 77, 1, 0, 7
4, 78, 1, 0, 8
4, 79, 1, 0, 10
4, 80, 3, 0, 11
4, 81, 2, 2, 11
4, 82, 1, 0, 9
4, 83, 1, 0, 8
4, 84, 2, 1, 12
4, 85, 2, 3, 2
4, 86, 2, 1, 4
4, 87, 1, 0, 10
4, 88, 2, 2, 10
4, 89, 1, 0, 8
4, 90, 4, 3, 21
4, 91, 1, 0, 7
4, 92, 3, 1, 22
4, 93, 2, 1, 14
4, 94, 1, 0, 5
4, 95, 1, 0, 5
4, 96, 2, 2, 5
4, 97, 1, 1, 10
4, 98, 2, 1, 9
4, 99, 1, 0, 6
4, 100, 1, 0, 6
4, 101, 1, 0, 4
4, 102, 2, 0, 7
4, 103, 2, 0, 11
4, 104, 1, 0, 1
4, 105, 2, 0, 9
4, 106, 1, 0, 1
4, 107, 2, 2, 9
4, 108, 2, 0, 17
4, 109, 1, 1, 6
4, 110, 1, 0, 10
4, 111, 1, 1, 2
4, 112, 6, 2, 39
4, 113, 1, 1, 9
4, 114, 3, 2, 13
4, 115, 3, 3, 19
4, 116, 2, 1, 11
4, 117, 2, 1, 16
4, 118, 2, 0, 10
4, 119, 1, 0, 0
4, 120, 2, 0, 19
4, 121, 2, 2, 13
4, 122, 1, 0, 6
4, 123, 3, 1, 9
4, 124, 1, 0, 6
4, 125, 5, 1, 25
4, 126, 1, 0, 8
4, 127, 1, 0, 7
4, 128, 1, 0, 10
4, 129, 1, 0, 8
4, 130, 2, 0, 15
4, 131, 1, 1, 10
4, 132, 1, 0, 5
4, 133, 1, 0, 8
4, 134, 1, 0, 7
4, 135, 2, 1, 8
4, 136, 2, 0, 17
4, 137, 1, 1, 8
4, 138, 1, 1, 3
4, 139, 1, 0, 6
4, 140, 2, 1, 15
4, 141, 2, 1, 16
4, 142, 1, 0, 5
4, 143, 1, 1, 9
