Conf,CNo.,ION,CION,SOL,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13
133, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
133, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
133, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
133, 8, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
133, 9, 12, 0, 0, 0, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0
133, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
133, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
134, 0, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
134, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
134, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
134, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
134, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
134, 5, 120, 0, 0, 0, 114, 0, 2, 0, 0, 0, 0, 0, 0, 0
134, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
134, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
134, 8, 12, 0, 0, 0, 0, 0, 2, 0, 4, 0, 0, 0, 0, 0
134, 9, 12, 0, 0, 0, 0, 0, 3, 0, 2, 0, 1, 0, 0, 0
134, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
135, 0, 12, 0, 0, 0, 0, 0, 2, 0, 4, 0, 0, 0, 0, 0
135, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
135, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
135, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
135, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
135, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
135, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
135, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
135, 8, 12, 0, 0, 0, 1, 0, 3, 0, 2, 0, 0, 0, 0, 0
135, 9, 12, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0
135, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
135, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
136, 0, 12, 0, 0, 0, 2, 0, 3, 0, 2, 0, 0, 0, 0, 0
136, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
136, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
136, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
136, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
136, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
136, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
136, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
136, 8, 12, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 1, 0
136, 9, 12, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 1, 0
136, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
136, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
137, 0, 12, 0, 0, 0, 2, 0, 4, 0, 1, 0, 0, 0, 0, 0
137, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
137, 2, 120, 0, 0, 0, 114, 0, 2, 0, 0, 0, 0, 0, 0, 0
137, 3, 108, 0, 0, 0, 108, 2, 0, 0, 0, 0, 0, 0, 0, 0
137, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
137, 5, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
137, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
137, 7, 12, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 1, 0
137, 8, 12, 0, 0, 0, 1, 0, 3, 0, 2, 0, 0, 0, 0, 0
137, 9, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
137, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
138, 0, 12, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 1, 0
138, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
138, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
138, 3, 216, 0, 0, 0, 216, 0, 2, 0, 0, 0, 0, 0, 0, 0
138, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
138, 5, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
138, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
138, 7, 12, 0, 0, 0, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0
138, 8, 12, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0
138, 9, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
138, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
139, 0, 12, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0
139, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
139, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
139, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
139, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
139, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
139, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
139, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
139, 8, 12, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0
139, 9, 12, 0, 0, 0, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0
139, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
139, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
140, 0, 12, 0, 0, 0, 3, 0, 4, 0, 0, 0, 0, 0, 0, 0
140, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
140, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
140, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
140, 4, 108, 0, 0, 0, 108, 2, 0, 0, 0, 0, 0, 0, 0, 0
140, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
140, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
140, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
140, 8, 12, 0, 0, 0, 0, 0, 3, 0, 2, 0, 1, 0, 0, 0
140, 9, 12, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 1, 0
140, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
140, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
141, 0, 12, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 1, 0
141, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
141, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
141, 3, 108, 0, 0, 0, 108, 2, 0, 0, 0, 0, 0, 0, 0, 0
141, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
141, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
141, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
141, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
141, 8, 12, 0, 0, 0, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0
141, 9, 12, 0, 0, 0, 0, 0, 2, 0, 4, 0, 0, 0, 0, 0
141, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
141, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
142, 0, 12, 0, 0, 0, 1, 0, 3, 0, 2, 0, 0, 0, 0, 0
142, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
142, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
142, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
142, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
142, 5, 120, 0, 0, 0, 114, 0, 2, 0, 0, 0, 0, 0, 0, 0
142, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
142, 7, 12, 0, 0, 0, 0, 0, 2, 0, 4, 0, 0, 0, 0, 0
142, 8, 12, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 0, 0
142, 9, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
142, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
143, 0, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
143, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
143, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
143, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
143, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
143, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
143, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
143, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
143, 8, 12, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 1, 0
143, 9, 12, 0, 0, 0, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0
143, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
143, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
144, 0, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
144, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
144, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
144, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
144, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
144, 5, 108, 0, 0, 0, 108, 2, 0, 0, 0, 0, 0, 0, 0, 0
144, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
144, 7, 24, 0, 0, 0, 6, 0, 8, 0, 0, 0, 0, 0, 0, 0
144, 8, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
144, 9, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
144, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
145, 0, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
145, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
145, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
145, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
145, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
145, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
145, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
145, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
145, 8, 12, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 1, 0
145, 9, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
145, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
145, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
146, 0, 12, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 1, 0
146, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
146, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
146, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
146, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
146, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
146, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
146, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
146, 8, 12, 0, 0, 0, 0, 0, 3, 0, 2, 0, 1, 0, 0, 0
146, 9, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
146, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
146, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
147, 0, 12, 0, 0, 0, 2, 0, 3, 0, 2, 0, 0, 0, 0, 0
147, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
147, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
147, 3, 120, 0, 0, 0, 114, 0, 2, 0, 0, 0, 0, 0, 0, 0
147, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
147, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
147, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
147, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
147, 8, 12, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 1, 0
147, 9, 12, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0
147, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
148, 0, 12, 0, 0, 0, 2, 0, 3, 0, 2, 0, 0, 0, 0, 0
148, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
148, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
148, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
148, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
148, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
148, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
148, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
148, 8, 12, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 1, 0
148, 9, 12, 0, 0, 0, 0, 0, 2, 0, 4, 0, 0, 0, 0, 0
148, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
148, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
149, 0, 12, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0
149, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
149, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
149, 3, 228, 0, 0, 0, 222, 0, 3, 0, 0, 0, 0, 0, 0, 0
149, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
149, 5, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
149, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
149, 7, 12, 0, 0, 0, 0, 0, 2, 0, 4, 0, 0, 0, 0, 0
149, 8, 12, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0
149, 9, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
150, 0, 12, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 1, 0
150, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
150, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
150, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
150, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
150, 5, 108, 0, 0, 0, 108, 2, 0, 0, 0, 0, 0, 0, 0, 0
150, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
150, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
150, 8, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
150, 9, 12, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0
150, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
150, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
151, 0, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
151, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
151, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
151, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
151, 4, 108, 0, 0, 0, 108, 2, 0, 0, 0, 0, 0, 0, 0, 0
151, 5, 120, 0, 0, 0, 114, 2, 1, 0, 0, 0, 0, 0, 0, 0
151, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
151, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
151, 8, 12, 0, 0, 0, 2, 0, 4, 0, 1, 0, 0, 0, 0, 0
151, 9, 12, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 1, 0
151, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
152, 0, 12, 0, 0, 0, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0
152, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
152, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
152, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
152, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
152, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
152, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
152, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
152, 8, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
152, 9, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
152, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
152, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
153, 0, 12, 0, 0, 0, 2, 0, 4, 0, 0, 0, 0, 0, 0, 0
153, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
153, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
153, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
153, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
153, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
153, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
153, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
153, 8, 12, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 1, 0
153, 9, 12, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0
153, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
153, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
154, 0, 12, 0, 0, 0, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0
154, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
154, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
154, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
154, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
154, 5, 120, 0, 0, 0, 114, 0, 2, 0, 0, 0, 0, 0, 0, 0
154, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
154, 7, 12, 0, 0, 0, 2, 0, 3, 0, 2, 0, 0, 0, 0, 0
154, 8, 12, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 1, 0
154, 9, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
154, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
155, 0, 12, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0
155, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
155, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
155, 3, 120, 0, 0, 0, 114, 0, 2, 0, 0, 0, 0, 0, 0, 0
155, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
155, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
155, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
155, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
155, 8, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
155, 9, 12, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0
155, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
156, 0, 12, 0, 0, 0, 0, 0, 2, 0, 4, 0, 0, 0, 0, 0
156, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
156, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
156, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
156, 4, 216, 0, 0, 0, 216, 0, 2, 0, 0, 0, 0, 0, 0, 0
156, 5, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
156, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
156, 7, 12, 0, 0, 0, 0, 0, 2, 0, 4, 0, 0, 0, 0, 0
156, 8, 12, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0
156, 9, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
156, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
157, 0, 12, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0
157, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
157, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
157, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
157, 4, 108, 0, 0, 0, 108, 0, 2, 0, 0, 0, 0, 0, 0, 0
157, 5, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
157, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
157, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
157, 8, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
157, 9, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
157, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
157, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
158, 0, 12, 0, 0, 0, 2, 0, 3, 0, 2, 0, 0, 0, 0, 0
158, 1, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
158, 2, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
158, 3, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
158, 4, 108, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 0, 0
158, 5, 108, 0, 0, 0, 108, 2, 0, 0, 0, 0, 0, 0, 0, 0
158, 6, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
158, 7, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
158, 8, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
158, 9, 12, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0
158, 10, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
158, 11, 12, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0
159, 0, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
