S0, S1, S2, S3, S4, S5, S6, S7, S8, S9, S10, S11, S12, S13, S14
6636, 2333, 711, 106, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6639, 2306, 746, 93, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6580, 2385, 720, 100, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6599, 2366, 730, 89, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6607, 2343, 731, 103, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6594, 2371, 732, 84, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6605, 2364, 709, 107, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6600, 2380, 701, 102, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6593, 2385, 699, 110, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6583, 2375, 717, 106, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6543, 2395, 742, 106, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6599, 2359, 722, 107, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6586, 2350, 758, 92, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6542, 2424, 707, 110, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6571, 2381, 727, 106, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6585, 2355, 738, 105, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6603, 2341, 722, 123, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6579, 2380, 717, 112, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6588, 2365, 726, 107, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6575, 2364, 738, 106, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6550, 2427, 719, 88, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6554, 2423, 715, 93, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6544, 2427, 722, 97, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6564, 2390, 732, 101, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6564, 2434, 688, 104, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6547, 2442, 694, 101, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6572, 2398, 702, 113, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6563, 2411, 701, 111, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6626, 2343, 707, 102, 13, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6604, 2367, 704, 106, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6595, 2345, 729, 111, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6574, 2377, 724, 109, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
6564, 2387, 725, 106, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6557, 2400, 722, 103, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6542, 2418, 728, 96, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6560, 2398, 731, 97, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6544, 2424, 733, 83, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6523, 2466, 692, 99, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6582, 2416, 684, 100, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6551, 2435, 722, 78, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6552, 2415, 724, 96, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6551, 2422, 714, 98, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6543, 2426, 713, 99, 8, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
6546, 2440, 708, 93, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6560, 2424, 701, 98, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6542, 2419, 730, 91, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6484, 2507, 707, 84, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6531, 2456, 693, 102, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6482, 2500, 713, 89, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6534, 2451, 695, 107, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6555, 2439, 680, 107, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6521, 2484, 680, 95, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6545, 2445, 683, 105, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6587, 2404, 691, 102, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6547, 2463, 683, 93, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6530, 2479, 682, 93, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6550, 2482, 645, 101, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6527, 2477, 677, 102, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6524, 2471, 689, 102, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6550, 2458, 682, 95, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
6506, 2518, 672, 88, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6553, 2423, 716, 93, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6581, 2412, 707, 88, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6546, 2418, 724, 100, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6530, 2428, 722, 103, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6535, 2452, 699, 98, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6554, 2427, 708, 95, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6556, 2412, 709, 106, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6591, 2365, 714, 117, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6547, 2420, 724, 96, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6551, 2431, 709, 97, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6538, 2421, 721, 108, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6550, 2405, 720, 112, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6539, 2414, 728, 105, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6585, 2329, 757, 115, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6580, 2325, 772, 107, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6558, 2361, 755, 110, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6553, 2404, 727, 101, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6585, 2364, 745, 95, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6574, 2388, 747, 79, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6563, 2431, 704, 87, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6572, 2436, 691, 86, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6565, 2400, 727, 96, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6577, 2402, 707, 102, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6593, 2353, 757, 86, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6610, 2356, 717, 103, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6653, 2355, 655, 122, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6659, 2319, 703, 103, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6632, 2327, 729, 96, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6626, 2328, 746, 84, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6611, 2336, 734, 103, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6626, 2328, 722, 109, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6602, 2371, 727, 88, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6623, 2337, 728, 96, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6605, 2410, 680, 90, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6587, 2408, 687, 102, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6562, 2456, 663, 102, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6586, 2417, 675, 108, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6592, 2402, 698, 95, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6564, 2390, 719, 110, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6597, 2395, 681, 110, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6635, 2328, 716, 102, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6605, 2371, 708, 102, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6563, 2412, 709, 97, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6597, 2370, 712, 109, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6616, 2339, 719, 109, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6582, 2381, 734, 89, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6633, 2322, 737, 91, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6571, 2426, 686, 101, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6617, 2356, 700, 115, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6599, 2377, 711, 99, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6622, 2345, 720, 96, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6611, 2364, 704, 107, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6647, 2296, 745, 92, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6679, 2318, 691, 93, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6631, 2329, 701, 123, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6636, 2373, 668, 107, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6601, 2363, 716, 101, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6584, 2387, 710, 103, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6574, 2435, 687, 82, 12, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
6595, 2396, 695, 95, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6577, 2403, 697, 106, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6579, 2395, 708, 98, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
6580, 2399, 703, 94, 13, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
6580, 2409, 685, 110, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6576, 2413, 686, 106, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6577, 2378, 732, 96, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6632, 2339, 714, 95, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6624, 2333, 725, 95, 13, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
6585, 2349, 737, 110, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6598, 2361, 731, 96, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6569, 2417, 693, 105, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6596, 2401, 693, 97, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6592, 2384, 697, 107, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6619, 2328, 737, 94, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6660, 2318, 700, 104, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6621, 2337, 710, 114, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6622, 2351, 713, 97, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6653, 2320, 710, 99, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6652, 2323, 708, 98, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6670, 2298, 723, 91, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6615, 2383, 696, 93, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6636, 2332, 702, 114, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6638, 2333, 715, 97, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6649, 2323, 715, 103, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6653, 2307, 721, 105, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6676, 2267, 735, 104, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6669, 2320, 697, 100, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6681, 2283, 716, 103, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6650, 2339, 704, 90, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6679, 2282, 724, 103, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6649, 2321, 706, 113, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6630, 2339, 701, 117, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6632, 2341, 720, 94, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6608, 2347, 716, 114, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6634, 2331, 704, 118, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6628, 2347, 707, 104, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6617, 2339, 727, 101, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6632, 2332, 727, 86, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6669, 2293, 724, 100, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6659, 2286, 730, 105, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6681, 2261, 739, 106, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6652, 2331, 680, 117, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6633, 2332, 733, 87, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6647, 2320, 715, 98, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6649, 2322, 714, 100, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6664, 2289, 735, 95, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6645, 2304, 740, 93, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6631, 2328, 729, 99, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6584, 2378, 709, 115, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6641, 2328, 705, 113, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6653, 2302, 725, 106, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6646, 2329, 687, 126, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
