S0, S1, S2, S3, S4, S5, S6, S7, S8, S9, S10, S11, S12, S13, S14
7435, 2021, 304, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7417, 2054, 307, 13, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7409, 2032, 332, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7410, 2044, 322, 15, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7425, 2047, 295, 24, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7442, 2028, 299, 22, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7484, 1976, 312, 18, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7485, 1991, 296, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7424, 2057, 293, 16, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7435, 2010, 327, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7480, 1986, 301, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7470, 2019, 288, 14, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7451, 2050, 276, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7453, 2010, 309, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7397, 2096, 286, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7403, 2078, 297, 13, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7416, 2057, 304, 13, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7433, 2023, 322, 12, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7383, 2107, 278, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7415, 2059, 294, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7433, 2037, 308, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7423, 2053, 294, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7452, 2023, 301, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7461, 2015, 299, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7449, 2020, 308, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7438, 2062, 275, 16, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7424, 2049, 301, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7442, 2048, 289, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7456, 2030, 290, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7428, 2071, 273, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7455, 2026, 287, 22, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7412, 2042, 322, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7458, 2018, 298, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7449, 2019, 309, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7471, 1982, 325, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7470, 2004, 303, 14, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7474, 2017, 283, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7492, 1968, 309, 22, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7473, 1974, 321, 22, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7454, 2001, 316, 20, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7463, 1988, 315, 25, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7485, 2002, 292, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7507, 1972, 294, 17, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7517, 1962, 294, 17, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7438, 2057, 279, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7482, 2005, 287, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7495, 1992, 283, 20, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7498, 2002, 271, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7500, 1970, 306, 15, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7452, 2019, 292, 28, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7483, 2004, 289, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7473, 2005, 292, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7478, 1999, 294, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7484, 1988, 302, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7495, 1969, 304, 22, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7465, 2029, 278, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7466, 2032, 281, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7456, 2042, 275, 18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7473, 2010, 290, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7447, 2043, 282, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7512, 1967, 294, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7489, 1971, 313, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7499, 1972, 301, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7482, 1997, 298, 14, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7525, 1953, 297, 16, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7527, 1936, 308, 18, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7486, 1979, 308, 18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7480, 1998, 292, 21, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7498, 1974, 302, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7510, 1931, 323, 27, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7507, 1956, 301, 26, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7525, 1921, 316, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7501, 1953, 317, 20, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7501, 1966, 309, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7467, 1981, 323, 20, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7434, 2027, 317, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7453, 2037, 283, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7452, 2025, 296, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7491, 1985, 300, 15, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7454, 2054, 266, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7473, 2000, 300, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7456, 2027, 288, 19, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7511, 1972, 285, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7489, 2000, 285, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7499, 1967, 311, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7491, 2004, 277, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7502, 1961, 306, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7500, 1958, 319, 14, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7457, 2018, 296, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7486, 2001, 279, 25, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7485, 2006, 281, 18, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7461, 2000, 310, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7440, 2030, 301, 19, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7457, 2006, 300, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7428, 2014, 320, 27, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7416, 2044, 314, 16, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7462, 1998, 319, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7471, 2012, 293, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7454, 2007, 303, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7482, 1993, 295, 21, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7501, 1956, 315, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7515, 1971, 283, 21, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7473, 2005, 294, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7490, 1995, 287, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7461, 2043, 276, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7439, 2041, 296, 15, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7409, 2086, 279, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7397, 2091, 287, 15, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7381, 2103, 294, 12, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7416, 2063, 301, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7405, 2092, 285, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7413, 2059, 302, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7409, 2079, 288, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7403, 2099, 270, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7366, 2129, 276, 20, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7387, 2096, 289, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7406, 2086, 276, 23, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7390, 2083, 301, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7386, 2072, 315, 18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7424, 2049, 303, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7437, 2050, 286, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7460, 2012, 306, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7442, 2049, 288, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7435, 2041, 295, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7457, 2017, 304, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7443, 2023, 303, 22, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7451, 2019, 303, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7415, 2059, 302, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7413, 2067, 298, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7467, 2024, 281, 19, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7430, 2076, 265, 20, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7462, 2021, 290, 18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7451, 2009, 308, 23, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7484, 1981, 305, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7494, 1974, 303, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7468, 1997, 314, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7488, 1978, 308, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7478, 1978, 320, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7464, 2009, 303, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7440, 2019, 313, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7435, 2035, 296, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7469, 1992, 319, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7426, 2050, 303, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7376, 2091, 308, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7424, 2052, 306, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7471, 1993, 311, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7455, 1999, 321, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7512, 1962, 296, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7490, 2016, 273, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7489, 1963, 322, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7481, 1997, 289, 24, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7505, 1978, 292, 16, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7467, 1986, 320, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7476, 2013, 283, 17, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7477, 2006, 289, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7474, 1995, 302, 20, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7487, 1969, 313, 22, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7433, 2039, 292, 27, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7442, 2015, 309, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7431, 2027, 311, 22, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7453, 2018, 297, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7475, 1992, 305, 19, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7448, 2032, 293, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7415, 2028, 330, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7434, 2035, 312, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
